scene_phase,scene_id,phase_index,phase_name,difficulty,rpx_ds,scene_tier,scene_score,image_preview_url,source_rgb_shard,source_depth_shard,source_mask_shard,caption
scene002.phase2,scene002,2,clean,hard,0.586217,hard,0.627503,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene002_phase2.jpg,scenes/scene002/2/rgb.tar,scenes/scene002/2/depth.tar,scenes/scene002/2/labels/masks/v1.tar,"Video-layout preview still for scene002.phase2 (clean, hard, RPX-DS 0.586)."
scene020.phase0,scene020,0,clutter,hard,0.619167,hard,0.643528,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene020_phase0.jpg,scenes/scene020/0/rgb.tar,scenes/scene020/0/depth.tar,scenes/scene020/0/labels/masks/v1.tar,"Video-layout preview still for scene020.phase0 (clutter, hard, RPX-DS 0.619)."
scene020.phase1,scene020,1,interaction,hard,0.635800,hard,0.643528,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene020_phase1.jpg,scenes/scene020/1/rgb.tar,scenes/scene020/1/depth.tar,scenes/scene020/1/labels/masks/v1.tar,"Video-layout preview still for scene020.phase1 (interaction, hard, RPX-DS 0.636)."
scene020.phase2,scene020,2,clean,hard,0.675617,hard,0.643528,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene020_phase2.jpg,scenes/scene020/2/rgb.tar,scenes/scene020/2/depth.tar,scenes/scene020/2/labels/masks/v1.tar,"Video-layout preview still for scene020.phase2 (clean, hard, RPX-DS 0.676)."
scene027.phase0,scene027,0,clutter,hard,0.642783,hard,0.544003,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene027_phase0.jpg,scenes/scene027/0/rgb.tar,scenes/scene027/0/depth.tar,scenes/scene027/0/labels/masks/v1.tar,"Video-layout preview still for scene027.phase0 (clutter, hard, RPX-DS 0.643)."
scene027.phase2,scene027,2,clean,hard,0.594892,hard,0.544003,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene027_phase2.jpg,scenes/scene027/2/rgb.tar,scenes/scene027/2/depth.tar,scenes/scene027/2/labels/masks/v1.tar,"Video-layout preview still for scene027.phase2 (clean, hard, RPX-DS 0.595)."
scene028.phase0,scene028,0,clutter,hard,0.563925,medium,0.500117,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene028_phase0.jpg,scenes/scene028/0/rgb.tar,scenes/scene028/0/depth.tar,scenes/scene028/0/labels/masks/v1.tar,"Video-layout preview still for scene028.phase0 (clutter, hard, RPX-DS 0.564)."
scene003.phase1,scene003,1,interaction,hard,0.589783,hard,0.570047,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene003_phase1.jpg,scenes/scene003/1/rgb.tar,scenes/scene003/1/depth.tar,scenes/scene003/1/labels/masks/v1.tar,"Video-layout preview still for scene003.phase1 (interaction, hard, RPX-DS 0.590)."
scene003.phase2,scene003,2,clean,hard,0.568792,hard,0.570047,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene003_phase2.jpg,scenes/scene003/2/rgb.tar,scenes/scene003/2/depth.tar,scenes/scene003/2/labels/masks/v1.tar,"Video-layout preview still for scene003.phase2 (clean, hard, RPX-DS 0.569)."
scene033.phase0,scene033,0,clutter,hard,0.582183,hard,0.544544,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene033_phase0.jpg,scenes/scene033/0/rgb.tar,scenes/scene033/0/depth.tar,scenes/scene033/0/labels/masks/v1.tar,"Video-layout preview still for scene033.phase0 (clutter, hard, RPX-DS 0.582)."
scene036.phase2,scene036,2,clean,hard,0.625658,medium,0.492242,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene036_phase2.jpg,scenes/scene036/2/rgb.tar,scenes/scene036/2/depth.tar,scenes/scene036/2/labels/masks/v1.tar,"Video-layout preview still for scene036.phase2 (clean, hard, RPX-DS 0.626)."
scene038.phase2,scene038,2,clean,hard,0.564117,easy,0.453461,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene038_phase2.jpg,scenes/scene038/2/rgb.tar,scenes/scene038/2/depth.tar,scenes/scene038/2/labels/masks/v1.tar,"Video-layout preview still for scene038.phase2 (clean, hard, RPX-DS 0.564)."
scene039.phase0,scene039,0,clutter,hard,0.609450,hard,0.570672,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene039_phase0.jpg,scenes/scene039/0/rgb.tar,scenes/scene039/0/depth.tar,scenes/scene039/0/labels/masks/v1.tar,"Video-layout preview still for scene039.phase0 (clutter, hard, RPX-DS 0.609)."
scene039.phase2,scene039,2,clean,hard,0.605633,hard,0.570672,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene039_phase2.jpg,scenes/scene039/2/rgb.tar,scenes/scene039/2/depth.tar,scenes/scene039/2/labels/masks/v1.tar,"Video-layout preview still for scene039.phase2 (clean, hard, RPX-DS 0.606)."
scene040.phase0,scene040,0,clutter,hard,0.605317,hard,0.589969,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene040_phase0.jpg,scenes/scene040/0/rgb.tar,scenes/scene040/0/depth.tar,scenes/scene040/0/labels/masks/v1.tar,"Video-layout preview still for scene040.phase0 (clutter, hard, RPX-DS 0.605)."
scene040.phase1,scene040,1,interaction,hard,0.559425,hard,0.589969,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene040_phase1.jpg,scenes/scene040/1/rgb.tar,scenes/scene040/1/depth.tar,scenes/scene040/1/labels/masks/v1.tar,"Video-layout preview still for scene040.phase1 (interaction, hard, RPX-DS 0.559)."
scene040.phase2,scene040,2,clean,hard,0.605167,hard,0.589969,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene040_phase2.jpg,scenes/scene040/2/rgb.tar,scenes/scene040/2/depth.tar,scenes/scene040/2/labels/masks/v1.tar,"Video-layout preview still for scene040.phase2 (clean, hard, RPX-DS 0.605)."
scene041.phase0,scene041,0,clutter,hard,0.624700,hard,0.555911,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene041_phase0.jpg,scenes/scene041/0/rgb.tar,scenes/scene041/0/depth.tar,scenes/scene041/0/labels/masks/v1.tar,"Video-layout preview still for scene041.phase0 (clutter, hard, RPX-DS 0.625)."
scene041.phase1,scene041,1,interaction,hard,0.563100,hard,0.555911,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene041_phase1.jpg,scenes/scene041/1/rgb.tar,scenes/scene041/1/depth.tar,scenes/scene041/1/labels/masks/v1.tar,"Video-layout preview still for scene041.phase1 (interaction, hard, RPX-DS 0.563)."
scene042.phase0,scene042,0,clutter,hard,0.593917,hard,0.637047,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene042_phase0.jpg,scenes/scene042/0/rgb.tar,scenes/scene042/0/depth.tar,scenes/scene042/0/labels/masks/v1.tar,"Video-layout preview still for scene042.phase0 (clutter, hard, RPX-DS 0.594)."
scene042.phase1,scene042,1,interaction,hard,0.643908,hard,0.637047,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene042_phase1.jpg,scenes/scene042/1/rgb.tar,scenes/scene042/1/depth.tar,scenes/scene042/1/labels/masks/v1.tar,"Video-layout preview still for scene042.phase1 (interaction, hard, RPX-DS 0.644)."
scene042.phase2,scene042,2,clean,hard,0.673317,hard,0.637047,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene042_phase2.jpg,scenes/scene042/2/rgb.tar,scenes/scene042/2/depth.tar,scenes/scene042/2/labels/masks/v1.tar,"Video-layout preview still for scene042.phase2 (clean, hard, RPX-DS 0.673)."
scene043.phase0,scene043,0,clutter,hard,0.634717,hard,0.619222,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene043_phase0.jpg,scenes/scene043/0/rgb.tar,scenes/scene043/0/depth.tar,scenes/scene043/0/labels/masks/v1.tar,"Video-layout preview still for scene043.phase0 (clutter, hard, RPX-DS 0.635)."
scene043.phase2,scene043,2,clean,hard,0.670583,hard,0.619222,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene043_phase2.jpg,scenes/scene043/2/rgb.tar,scenes/scene043/2/depth.tar,scenes/scene043/2/labels/masks/v1.tar,"Video-layout preview still for scene043.phase2 (clean, hard, RPX-DS 0.671)."
scene044.phase2,scene044,2,clean,hard,0.568125,hard,0.534836,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene044_phase2.jpg,scenes/scene044/2/rgb.tar,scenes/scene044/2/depth.tar,scenes/scene044/2/labels/masks/v1.tar,"Video-layout preview still for scene044.phase2 (clean, hard, RPX-DS 0.568)."
scene045.phase0,scene045,0,clutter,hard,0.612317,hard,0.618425,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene045_phase0.jpg,scenes/scene045/0/rgb.tar,scenes/scene045/0/depth.tar,scenes/scene045/0/labels/masks/v1.tar,"Video-layout preview still for scene045.phase0 (clutter, hard, RPX-DS 0.612)."
scene045.phase1,scene045,1,interaction,hard,0.618492,hard,0.618425,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene045_phase1.jpg,scenes/scene045/1/rgb.tar,scenes/scene045/1/depth.tar,scenes/scene045/1/labels/masks/v1.tar,"Video-layout preview still for scene045.phase1 (interaction, hard, RPX-DS 0.618)."
scene045.phase2,scene045,2,clean,hard,0.624467,hard,0.618425,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene045_phase2.jpg,scenes/scene045/2/rgb.tar,scenes/scene045/2/depth.tar,scenes/scene045/2/labels/masks/v1.tar,"Video-layout preview still for scene045.phase2 (clean, hard, RPX-DS 0.624)."
scene046.phase1,scene046,1,interaction,hard,0.595050,hard,0.560789,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene046_phase1.jpg,scenes/scene046/1/rgb.tar,scenes/scene046/1/depth.tar,scenes/scene046/1/labels/masks/v1.tar,"Video-layout preview still for scene046.phase1 (interaction, hard, RPX-DS 0.595)."
scene047.phase0,scene047,0,clutter,hard,0.649875,medium,0.503744,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene047_phase0.jpg,scenes/scene047/0/rgb.tar,scenes/scene047/0/depth.tar,scenes/scene047/0/labels/masks/v1.tar,"Video-layout preview still for scene047.phase0 (clutter, hard, RPX-DS 0.650)."
scene049.phase2,scene049,2,clean,hard,0.594367,hard,0.562342,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene049_phase2.jpg,scenes/scene049/2/rgb.tar,scenes/scene049/2/depth.tar,scenes/scene049/2/labels/masks/v1.tar,"Video-layout preview still for scene049.phase2 (clean, hard, RPX-DS 0.594)."
scene005.phase0,scene005,0,clutter,hard,0.634733,hard,0.602300,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene005_phase0.jpg,scenes/scene005/0/rgb.tar,scenes/scene005/0/depth.tar,scenes/scene005/0/labels/masks/v1.tar,"Video-layout preview still for scene005.phase0 (clutter, hard, RPX-DS 0.635)."
scene005.phase1,scene005,1,interaction,hard,0.607667,hard,0.602300,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene005_phase1.jpg,scenes/scene005/1/rgb.tar,scenes/scene005/1/depth.tar,scenes/scene005/1/labels/masks/v1.tar,"Video-layout preview still for scene005.phase1 (interaction, hard, RPX-DS 0.608)."
scene005.phase2,scene005,2,clean,hard,0.564500,hard,0.602300,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene005_phase2.jpg,scenes/scene005/2/rgb.tar,scenes/scene005/2/depth.tar,scenes/scene005/2/labels/masks/v1.tar,"Video-layout preview still for scene005.phase2 (clean, hard, RPX-DS 0.565)."
scene058.phase0,scene058,0,clutter,hard,0.573333,medium,0.509889,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene058_phase0.jpg,scenes/scene058/0/rgb.tar,scenes/scene058/0/depth.tar,scenes/scene058/0/labels/masks/v1.tar,"Video-layout preview still for scene058.phase0 (clutter, hard, RPX-DS 0.573)."
scene061.phase0,scene061,0,clutter,hard,0.653167,hard,0.665508,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene061_phase0.jpg,scenes/scene061/0/rgb.tar,scenes/scene061/0/depth.tar,scenes/scene061/0/labels/masks/v1.tar,"Video-layout preview still for scene061.phase0 (clutter, hard, RPX-DS 0.653)."
scene061.phase1,scene061,1,interaction,hard,0.699042,hard,0.665508,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene061_phase1.jpg,scenes/scene061/1/rgb.tar,scenes/scene061/1/depth.tar,scenes/scene061/1/labels/masks/v1.tar,"Video-layout preview still for scene061.phase1 (interaction, hard, RPX-DS 0.699)."
scene061.phase2,scene061,2,clean,hard,0.644317,hard,0.665508,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene061_phase2.jpg,scenes/scene061/2/rgb.tar,scenes/scene061/2/depth.tar,scenes/scene061/2/labels/masks/v1.tar,"Video-layout preview still for scene061.phase2 (clean, hard, RPX-DS 0.644)."
scene062.phase0,scene062,0,clutter,hard,0.634492,hard,0.646361,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene062_phase0.jpg,scenes/scene062/0/rgb.tar,scenes/scene062/0/depth.tar,scenes/scene062/0/labels/masks/v1.tar,"Video-layout preview still for scene062.phase0 (clutter, hard, RPX-DS 0.634)."
scene062.phase1,scene062,1,interaction,hard,0.656925,hard,0.646361,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene062_phase1.jpg,scenes/scene062/1/rgb.tar,scenes/scene062/1/depth.tar,scenes/scene062/1/labels/masks/v1.tar,"Video-layout preview still for scene062.phase1 (interaction, hard, RPX-DS 0.657)."
scene062.phase2,scene062,2,clean,hard,0.647667,hard,0.646361,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene062_phase2.jpg,scenes/scene062/2/rgb.tar,scenes/scene062/2/depth.tar,scenes/scene062/2/labels/masks/v1.tar,"Video-layout preview still for scene062.phase2 (clean, hard, RPX-DS 0.648)."
scene063.phase0,scene063,0,clutter,hard,0.726200,hard,0.637850,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene063_phase0.jpg,scenes/scene063/0/rgb.tar,scenes/scene063/0/depth.tar,scenes/scene063/0/labels/masks/v1.tar,"Video-layout preview still for scene063.phase0 (clutter, hard, RPX-DS 0.726)."
scene063.phase1,scene063,1,interaction,hard,0.620975,hard,0.637850,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene063_phase1.jpg,scenes/scene063/1/rgb.tar,scenes/scene063/1/depth.tar,scenes/scene063/1/labels/masks/v1.tar,"Video-layout preview still for scene063.phase1 (interaction, hard, RPX-DS 0.621)."
scene063.phase2,scene063,2,clean,hard,0.566375,hard,0.637850,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene063_phase2.jpg,scenes/scene063/2/rgb.tar,scenes/scene063/2/depth.tar,scenes/scene063/2/labels/masks/v1.tar,"Video-layout preview still for scene063.phase2 (clean, hard, RPX-DS 0.566)."
scene067.phase0,scene067,0,clutter,hard,0.562767,hard,0.553081,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene067_phase0.jpg,scenes/scene067/0/rgb.tar,scenes/scene067/0/depth.tar,scenes/scene067/0/labels/masks/v1.tar,"Video-layout preview still for scene067.phase0 (clutter, hard, RPX-DS 0.563)."
scene067.phase2,scene067,2,clean,hard,0.579525,hard,0.553081,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene067_phase2.jpg,scenes/scene067/2/rgb.tar,scenes/scene067/2/depth.tar,scenes/scene067/2/labels/masks/v1.tar,"Video-layout preview still for scene067.phase2 (clean, hard, RPX-DS 0.580)."
scene007.phase0,scene007,0,clutter,hard,0.564525,medium,0.518936,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene007_phase0.jpg,scenes/scene007/0/rgb.tar,scenes/scene007/0/depth.tar,scenes/scene007/0/labels/masks/v1.tar,"Video-layout preview still for scene007.phase0 (clutter, hard, RPX-DS 0.565)."
scene070.phase1,scene070,1,interaction,hard,0.561050,medium,0.512422,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene070_phase1.jpg,scenes/scene070/1/rgb.tar,scenes/scene070/1/depth.tar,scenes/scene070/1/labels/masks/v1.tar,"Video-layout preview still for scene070.phase1 (interaction, hard, RPX-DS 0.561)."
scene070.phase2,scene070,2,clean,hard,0.562833,medium,0.512422,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene070_phase2.jpg,scenes/scene070/2/rgb.tar,scenes/scene070/2/depth.tar,scenes/scene070/2/labels/masks/v1.tar,"Video-layout preview still for scene070.phase2 (clean, hard, RPX-DS 0.563)."
scene076.phase0,scene076,0,clutter,hard,0.576083,medium,0.528772,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene076_phase0.jpg,scenes/scene076/0/rgb.tar,scenes/scene076/0/depth.tar,scenes/scene076/0/labels/masks/v1.tar,"Video-layout preview still for scene076.phase0 (clutter, hard, RPX-DS 0.576)."
scene079.phase2,scene079,2,clean,hard,0.564892,medium,0.523144,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene079_phase2.jpg,scenes/scene079/2/rgb.tar,scenes/scene079/2/depth.tar,scenes/scene079/2/labels/masks/v1.tar,"Video-layout preview still for scene079.phase2 (clean, hard, RPX-DS 0.565)."
scene080.phase0,scene080,0,clutter,hard,0.595583,hard,0.566253,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene080_phase0.jpg,scenes/scene080/0/rgb.tar,scenes/scene080/0/depth.tar,scenes/scene080/0/labels/masks/v1.tar,"Video-layout preview still for scene080.phase0 (clutter, hard, RPX-DS 0.596)."
scene080.phase2,scene080,2,clean,hard,0.571208,hard,0.566253,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene080_phase2.jpg,scenes/scene080/2/rgb.tar,scenes/scene080/2/depth.tar,scenes/scene080/2/labels/masks/v1.tar,"Video-layout preview still for scene080.phase2 (clean, hard, RPX-DS 0.571)."
scene081.phase0,scene081,0,clutter,hard,0.686808,hard,0.627608,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene081_phase0.jpg,scenes/scene081/0/rgb.tar,scenes/scene081/0/depth.tar,scenes/scene081/0/labels/masks/v1.tar,"Video-layout preview still for scene081.phase0 (clutter, hard, RPX-DS 0.687)."
scene081.phase1,scene081,1,interaction,hard,0.590950,hard,0.627608,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene081_phase1.jpg,scenes/scene081/1/rgb.tar,scenes/scene081/1/depth.tar,scenes/scene081/1/labels/masks/v1.tar,"Video-layout preview still for scene081.phase1 (interaction, hard, RPX-DS 0.591)."
scene081.phase2,scene081,2,clean,hard,0.605067,hard,0.627608,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene081_phase2.jpg,scenes/scene081/2/rgb.tar,scenes/scene081/2/depth.tar,scenes/scene081/2/labels/masks/v1.tar,"Video-layout preview still for scene081.phase2 (clean, hard, RPX-DS 0.605)."
scene082.phase0,scene082,0,clutter,hard,0.681483,hard,0.616817,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene082_phase0.jpg,scenes/scene082/0/rgb.tar,scenes/scene082/0/depth.tar,scenes/scene082/0/labels/masks/v1.tar,"Video-layout preview still for scene082.phase0 (clutter, hard, RPX-DS 0.681)."
scene082.phase1,scene082,1,interaction,hard,0.580200,hard,0.616817,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene082_phase1.jpg,scenes/scene082/1/rgb.tar,scenes/scene082/1/depth.tar,scenes/scene082/1/labels/masks/v1.tar,"Video-layout preview still for scene082.phase1 (interaction, hard, RPX-DS 0.580)."
scene082.phase2,scene082,2,clean,hard,0.588767,hard,0.616817,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene082_phase2.jpg,scenes/scene082/2/rgb.tar,scenes/scene082/2/depth.tar,scenes/scene082/2/labels/masks/v1.tar,"Video-layout preview still for scene082.phase2 (clean, hard, RPX-DS 0.589)."
scene083.phase0,scene083,0,clutter,hard,0.626458,hard,0.596653,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene083_phase0.jpg,scenes/scene083/0/rgb.tar,scenes/scene083/0/depth.tar,scenes/scene083/0/labels/masks/v1.tar,"Video-layout preview still for scene083.phase0 (clutter, hard, RPX-DS 0.626)."
scene083.phase1,scene083,1,interaction,hard,0.631358,hard,0.596653,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene083_phase1.jpg,scenes/scene083/1/rgb.tar,scenes/scene083/1/depth.tar,scenes/scene083/1/labels/masks/v1.tar,"Video-layout preview still for scene083.phase1 (interaction, hard, RPX-DS 0.631)."
scene084.phase1,scene084,1,interaction,hard,0.605925,medium,0.527014,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene084_phase1.jpg,scenes/scene084/1/rgb.tar,scenes/scene084/1/depth.tar,scenes/scene084/1/labels/masks/v1.tar,"Video-layout preview still for scene084.phase1 (interaction, hard, RPX-DS 0.606)."
scene085.phase0,scene085,0,clutter,hard,0.592000,hard,0.557739,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene085_phase0.jpg,scenes/scene085/0/rgb.tar,scenes/scene085/0/depth.tar,scenes/scene085/0/labels/masks/v1.tar,"Video-layout preview still for scene085.phase0 (clutter, hard, RPX-DS 0.592)."
scene085.phase1,scene085,1,interaction,hard,0.611783,hard,0.557739,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene085_phase1.jpg,scenes/scene085/1/rgb.tar,scenes/scene085/1/depth.tar,scenes/scene085/1/labels/masks/v1.tar,"Video-layout preview still for scene085.phase1 (interaction, hard, RPX-DS 0.612)."
scene086.phase0,scene086,0,clutter,hard,0.616717,medium,0.500372,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene086_phase0.jpg,scenes/scene086/0/rgb.tar,scenes/scene086/0/depth.tar,scenes/scene086/0/labels/masks/v1.tar,"Video-layout preview still for scene086.phase0 (clutter, hard, RPX-DS 0.617)."
scene087.phase0,scene087,0,clutter,hard,0.604383,hard,0.616831,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene087_phase0.jpg,scenes/scene087/0/rgb.tar,scenes/scene087/0/depth.tar,scenes/scene087/0/labels/masks/v1.tar,"Video-layout preview still for scene087.phase0 (clutter, hard, RPX-DS 0.604)."
scene087.phase1,scene087,1,interaction,hard,0.642750,hard,0.616831,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene087_phase1.jpg,scenes/scene087/1/rgb.tar,scenes/scene087/1/depth.tar,scenes/scene087/1/labels/masks/v1.tar,"Video-layout preview still for scene087.phase1 (interaction, hard, RPX-DS 0.643)."
scene087.phase2,scene087,2,clean,hard,0.603358,hard,0.616831,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene087_phase2.jpg,scenes/scene087/2/rgb.tar,scenes/scene087/2/depth.tar,scenes/scene087/2/labels/masks/v1.tar,"Video-layout preview still for scene087.phase2 (clean, hard, RPX-DS 0.603)."
scene088.phase0,scene088,0,clutter,hard,0.594558,hard,0.602861,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene088_phase0.jpg,scenes/scene088/0/rgb.tar,scenes/scene088/0/depth.tar,scenes/scene088/0/labels/masks/v1.tar,"Video-layout preview still for scene088.phase0 (clutter, hard, RPX-DS 0.595)."
scene088.phase1,scene088,1,interaction,hard,0.619200,hard,0.602861,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene088_phase1.jpg,scenes/scene088/1/rgb.tar,scenes/scene088/1/depth.tar,scenes/scene088/1/labels/masks/v1.tar,"Video-layout preview still for scene088.phase1 (interaction, hard, RPX-DS 0.619)."
scene088.phase2,scene088,2,clean,hard,0.594825,hard,0.602861,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene088_phase2.jpg,scenes/scene088/2/rgb.tar,scenes/scene088/2/depth.tar,scenes/scene088/2/labels/masks/v1.tar,"Video-layout preview still for scene088.phase2 (clean, hard, RPX-DS 0.595)."
scene089.phase1,scene089,1,interaction,hard,0.602083,medium,0.528594,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene089_phase1.jpg,scenes/scene089/1/rgb.tar,scenes/scene089/1/depth.tar,scenes/scene089/1/labels/masks/v1.tar,"Video-layout preview still for scene089.phase1 (interaction, hard, RPX-DS 0.602)."
scene009.phase0,scene009,0,clutter,hard,0.626258,medium,0.529517,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene009_phase0.jpg,scenes/scene009/0/rgb.tar,scenes/scene009/0/depth.tar,scenes/scene009/0/labels/masks/v1.tar,"Video-layout preview still for scene009.phase0 (clutter, hard, RPX-DS 0.626)."
